Tabela de observabilidade - Troianos - IAG


Iluninação da lua: 99.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                       |  mag  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
-----------------------------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
624 Hektor (A907 CF)         |  14.6 |  42.3 |  55.7 |  67.7 |  74.7 |  70.3 |  59.0 |  45.8 |       |       |       |       |       |       |
1437 Diomedes (1937 PB)      |  15.4 |       |  42.8 |  55.4 |  67.6 |  77.7 |  77.6 |  67.5 |  55.2 |  42.6 |       |       |       |       |
911 Agamemnon (A919 FB)      |  15.5 |  46.9 |  59.9 |  70.7 |  73.8 |  66.2 |  54.0 |  40.6 |       |       |       |       |       |       |
588 Achilles (A906 DN)       |  15.5 |       |  48.0 |  61.8 |  74.9 |  82.3 |  72.7 |  59.4 |  45.5 |       |       |       |       |       |
3063 Makhaon (1983 PV)       |  15.7 |  41.2 |  55.1 |  68.8 |  81.0 |  79.3 |  66.5 |  52.7 |  38.9 |       |       |       |       |       |
1143 Odysseus (1930 BH)      |  15.7 |  44.7 |  55.8 |  63.3 |  63.7 |  56.9 |  46.0 |       |       |       |       |       |       |       |
2797 Teucer (1981 LK)        |  15.8 |       |       |       |  44.0 |  50.5 |  52.1 |  48.2 |  40.1 |       |       |       |       |       |
1583 Antilochus (1950 SA)    |  15.8 |       |  44.7 |  58.5 |  72.4 |  85.0 |  78.3 |  64.6 |  50.7 |  36.9 |       |       |       |       |
3793 Leonteus (1985 TE3)     |  16.0 |       |  45.1 |  58.1 |  69.1 |  73.5 |  66.9 |  55.2 |  42.0 |       |       |       |       |       |
2920 Automedon (1981 JR)     |  16.1 |  47.4 |  61.2 |  74.7 |  83.7 |  74.3 |  60.7 |  46.9 |       |       |       |       |       |       |
4063 Euforbo (1989 CG2)      |  16.2 |       |       |       |  44.0 |  49.8 |  50.7 |  46.2 |  37.9 |       |       |       |       |       |
3540 Protesilaos (1973 UF5)  |  16.3 |       |  39.3 |  50.1 |  57.8 |  59.6 |  54.8 |  45.4 |       |       |       |       |       |       |
4060 Deipylos (1987 YT1)     |  16.4 |  35.6 |  47.2 |  56.3 |  60.4 |  57.6 |  49.3 |  38.1 |       |       |       |       |       |       |
3451 Mentor (1984 HA1)       |  16.6 |  35.0 |       |       |       |       |       |       |       |       |       |       |       |       |
15436 Dexius (1998 VU30)     |  16.6 |  53.9 |  67.4 |  78.7 |  77.7 |  65.9 |  52.3 |  38.5 |       |       |       |       |       |       |
3596 Meriones (1985 VO)      |  16.6 |       |  48.1 |  61.8 |  74.7 |  81.0 |  71.7 |  58.5 |  44.7 |       |       |       |       |       |
659 Nestor (A908 FE)         |  16.7 |  45.6 |  54.6 |  58.9 |  56.6 |  48.8 |  37.9 |       |       |       |       |       |       |       |
4836 Medon (1989 CK1)        |  16.7 |       |       |       |  44.1 |  51.8 |  54.8 |  51.8 |  44.1 |       |       |       |       |       |
2456 Palamedes (1966 BA1)    |  16.7 |  42.9 |  56.5 |  69.0 |  76.7 |  72.0 |  60.2 |  46.8 |       |       |       |       |       |       |
1749 Telamon (1949 SB)       |  16.7 |  37.7 |  50.7 |  62.3 |  69.6 |  67.8 |  58.5 |  46.2 |       |       |       |       |       |       |
3709 Polypoites (1985 TL3)   |  16.7 |  51.8 |  61.7 |  66.1 |  62.1 |  52.5 |  40.3 |       |       |       |       |       |       |       |
4068 Menestheus (1973 SW)    |  16.8 |  45.5 |  55.8 |  61.9 |  60.9 |  53.5 |  42.6 |       |       |       |       |       |       |       |
4834 Thoas (1989 AM2)        |  16.8 |       |       |       |       |  35.5 |       |       |       |       |       |       |       |       |
5254 Ulysses (1986 VG1)      |  16.9 |       |       |       |  38.4 |  39.1 |  35.8 |       |       |       |       |       |       |       |
7641 Cteatus (1986 TT6)      |  16.9 |  67.0 |  79.5 |  82.4 |  70.7 |  57.5 |  44.3 |       |       |       |       |       |       |       |
4086 Podalirius (1985 VK2)   |  16.9 |       |       |  39.0 |  49.6 |  56.9 |  58.5 |  53.6 |  44.3 |       |       |       |       |       |
2260 Neoptolemus (1975 WM1)  |  16.9 |       |       |  40.3 |  45.0 |  45.3 |  40.9 |       |       |       |       |       |       |       |
3564 Talthybius (1985 TC1)   |  17.0 |  37.2 |  43.7 |  46.1 |  43.7 |  37.2 |       |       |       |       |       |       |       |       |
2759 Idomeneus (1980 GC)     |  17.1 |       |  44.0 |  54.0 |  59.8 |  59.0 |  52.0 |  41.4 |       |       |       |       |       |       |
4035 Thestor (1986 WD)       |  17.1 |  54.3 |  65.8 |  72.0 |  68.1 |  57.4 |  44.6 |       |       |       |       |       |       |       |
3548 Eurybates (1973 SO)     |  17.1 |       |       |  46.3 |  58.9 |  69.0 |  71.7 |  64.4 |  52.6 |  39.4 |       |       |       |       |
21601 Aias (1998 XO89)       |  17.1 |       |  37.6 |  50.7 |  63.7 |  76.3 |  82.9 |  73.4 |  60.6 |  47.5 |       |       |       |       |
23135 Pheidas (2000 AN146)   |  17.1 |  41.6 |  55.4 |  69.3 |  83.1 |  82.4 |  68.6 |  54.7 |  40.9 |       |       |       |       |       |
1404 Ajax (1936 QW)          |  17.2 |  50.4 |  60.4 |  65.2 |  61.9 |  52.7 |  40.8 |       |       |       |       |       |       |       |
4543 Phoinix (1989 CQ1)      |  17.2 |       |  42.5 |  56.2 |  69.9 |  83.8 |  82.3 |  68.5 |  54.7 |  41.1 |       |       |       |       |
4902 Thessandrus (1989 AN2)  |  17.3 |  40.8 |  51.9 |  59.7 |  61.4 |  56.1 |  46.2 |       |       |       |       |       |       |       |
6090 Aulis (1989 DJ)         |  17.3 |  53.3 |  61.0 |  62.2 |  56.4 |  46.2 |       |       |       |       |       |       |       |       |
15440 Eioneus (1998 WX4)     |  17.4 |       |       |  36.5 |       |       |       |       |       |       |       |       |       |       |
9799 Thronium (1996 RJ)      |  17.4 |  68.7 |  82.1 |  83.2 |  69.8 |  56.2 |  42.6 |       |       |       |       |       |       |       |
21900 Orus (1999 VQ10)       |  17.4 |  48.0 |  60.6 |  70.4 |  71.9 |  63.7 |  51.6 |  38.2 |       |       |       |       |       |       |
7119 Hiera (1989 AV2)        |  17.4 |  60.4 |  73.2 |  79.9 |  71.8 |  58.9 |  45.2 |       |       |       |       |       |       |       |
38050 Bias (1998 VR38)       |  17.4 |  63.3 |  77.2 |  87.6 |  74.6 |  60.7 |  46.8 |       |       |       |       |       |       |       |
6545 Leitus (1986 TR6)       |  17.5 |       |  45.8 |  59.6 |  73.5 |  86.6 |  78.0 |  64.2 |  50.3 |  36.5 |       |       |       |       |
1868 Thersites (2008 P-L)    |  17.5 |  52.8 |  63.4 |  68.5 |  64.6 |  54.5 |  42.1 |       |       |       |       |       |       |       |
5284 Orsilocus (1989 CK2)    |  17.6 |       |       |  37.2 |  42.9 |  44.4 |  41.3 |       |       |       |       |       |       |       |
5258 Rhoeo (1989 AU1)        |  17.6 |  51.2 |  61.2 |  65.8 |  62.3 |  52.8 |  40.7 |       |       |       |       |       |       |       |
16974 Iphthime (1998 WR21)   |  17.7 |  58.6 |  70.1 |  74.9 |  68.2 |  56.2 |  42.9 |       |       |       |       |       |       |       |
11395 Iphinous (1998 XN77)   |  17.7 |  58.3 |  70.8 |  78.1 |  71.8 |  59.5 |  45.9 |       |       |       |       |       |       |       |
5652 Amphimachus (1992 HS3)  |  17.9 |  39.4 |  52.0 |  62.4 |  67.6 |  64.0 |  54.3 |  42.1 |       |       |       |       |       |       |
5028 Halaesus (1988 BY1)     |  18.0 |       |       |  43.9 |  50.3 |  51.8 |  47.8 |  39.7 |       |       |       |       |       |       |
20729 Opheltius (1999 XS143) |  18.2 |  55.8 |  69.4 |  81.0 |  78.1 |  65.4 |  51.7 |  37.8 |       |       |       |       |       |       |
14268 (2000 AK156)           |  18.3 |  60.8 |  69.6 |  69.9 |  61.4 |  49.4 |  36.1 |       |       |       |       |       |       |       |
-----------------------------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+


--------------------------------------------------------------------------------------------------------------------------------------------------------


Unidades: 
Nome | RA (hh mm ss.ss), DEC (dd mm ss.s) | EL (dd.d) AZ (dd.d) | magnitude aparente | moon_dis (dd.d)


Local Time: 2026-04-30 18:00 -- UTC: 2026-04-30 21:00
9799 Thronium (1996 RJ)            	| RA, DEC 10 04 19.29 -24 59 36.4	| EL, AZ: 68.7  101.6	| Mag: 17.4 	| moon_dis: 53.9 
7641 Cteatus (1986 TT6)            	| RA, DEC 10 10 24.04 -28 15 46.3	| EL, AZ: 67.0  109.9	| Mag: 16.9 	| moon_dis: 52.5 
38050 Bias (1998 VR38)             	| RA, DEC 10 26 15.99 -20 27 58.0	| EL, AZ: 63.3  91.3 	| Mag: 17.4 	| moon_dis: 49.0 
14268 (2000 AK156)                 	| RA, DEC 10 03 39.84 -03 28 35.7	| EL, AZ: 60.8  53.0 	| Mag: 18.3 	| moon_dis: 57.3 
7119 Hiera (1989 AV2)              	| RA, DEC 10 28 30.76 -12 19 55.8	| EL, AZ: 60.4  75.1 	| Mag: 17.4 	| moon_dis: 49.3 
16974 Iphthime (1998 WR21)         	| RA, DEC 10 26 23.64 -07 23 32.5	| EL, AZ: 58.6  66.0 	| Mag: 17.7 	| moon_dis: 50.8 
11395 Iphinous (1998 XN77)         	| RA, DEC 10 34 35.04 -10 30 18.5	| EL, AZ: 58.3  73.1 	| Mag: 17.7 	| moon_dis: 48.2 
20729 Opheltius (1999 XS143)       	| RA, DEC 10 53 08.52 -14 54 11.0	| EL, AZ: 55.8  83.7 	| Mag: 18.2 	| moon_dis: 43.0 
4035 Thestor (1986 WD)             	| RA, DEC 10 39 30.35 -04 32 20.2	| EL, AZ: 54.3  64.8 	| Mag: 17.1 	| moon_dis: 48.4 
15436 Dexius (1998 VU30)           	| RA, DEC 10 58 35.67 -13 04 07.0	| EL, AZ: 53.9  81.4 	| Mag: 16.6 	| moon_dis: 41.9 
6090 Aulis (1989 DJ)               	| RA, DEC 10 12 00.16 +04 55 25.7	| EL, AZ: 53.3  45.0 	| Mag: 17.3 	| moon_dis: 58.0 
1868 Thersites (2008 P-L)          	| RA, DEC 10 36 18.34 -00 52 53.3	| EL, AZ: 52.8  59.0 	| Mag: 17.5 	| moon_dis: 50.3 
3709 Polypoites (1985 TL3)         	| RA, DEC 10 33 35.03 +01 32 06.5	| EL, AZ: 51.8  55.2 	| Mag: 16.7 	| moon_dis: 51.7 
5258 Rhoeo (1989 AU1)              	| RA, DEC 10 36 03.88 +01 44 23.4	| EL, AZ: 51.2  55.6 	| Mag: 17.6 	| moon_dis: 51.2 
1404 Ajax (1936 QW)                	| RA, DEC 10 38 09.59 +02 23 38.4	| EL, AZ: 50.4  55.4 	| Mag: 17.2 	| moon_dis: 51.0 
21900 Orus (1999 VQ10)             	| RA, DEC 11 10 07.48 -05 08 12.1	| EL, AZ: 48.0  71.8 	| Mag: 17.4 	| moon_dis: 40.9 
2920 Automedon (1981 JR)           	| RA, DEC 11 31 04.55 -16 05 58.1	| EL, AZ: 47.4  89.8 	| Mag: 16.1 	| moon_dis: 33.8 
911 Agamemnon (A919 FB)            	| RA, DEC 11 18 11.62 -06 34 26.1	| EL, AZ: 46.9  75.0 	| Mag: 15.5 	| moon_dis: 38.6 
659 Nestor (A908 FE)               	| RA, DEC 10 41 16.38 +08 37 06.9	| EL, AZ: 45.6  49.3 	| Mag: 16.7 	| moon_dis: 52.8 
4068 Menestheus (1973 SW)          	| RA, DEC 10 54 37.59 +05 10 41.4	| EL, AZ: 45.5  56.1 	| Mag: 16.8 	| moon_dis: 48.3 
1143 Odysseus (1930 BH)            	| RA, DEC 11 05 12.24 +03 03 17.9	| EL, AZ: 44.7  60.8 	| Mag: 15.7 	| moon_dis: 45.0 
2456 Palamedes (1966 BA1)          	| RA, DEC 11 40 35.02 -09 17 12.1	| EL, AZ: 42.9  81.7 	| Mag: 16.7 	| moon_dis: 32.5 
624 Hektor (A907 CF)               	| RA, DEC 11 39 49.34 -07 13 03.4	| EL, AZ: 42.3  79.0 	| Mag: 14.6 	| moon_dis: 33.2 
23135 Pheidas (2000 AN146)         	| RA, DEC 12 00 33.74 -20 23 40.3	| EL, AZ: 41.6  98.0 	| Mag: 17.1 	| moon_dis: 26.9 
3063 Makhaon (1983 PV)             	| RA, DEC 11 57 06.37 -15 35 24.2	| EL, AZ: 41.2  91.5 	| Mag: 15.7 	| moon_dis: 27.6 
4902 Thessandrus (1989 AN2)        	| RA, DEC 11 15 58.31 +05 57 04.6	| EL, AZ: 40.8  59.8 	| Mag: 17.3 	| moon_dis: 44.0 
5652 Amphimachus (1992 HS3)        	| RA, DEC 11 38 11.82 -00 00 09.7	| EL, AZ: 39.4  70.3 	| Mag: 17.9 	| moon_dis: 36.3 
1749 Telamon (1949 SB)             	| RA, DEC 11 51 26.21 -02 30 06.8	| EL, AZ: 37.7  75.1 	| Mag: 16.7 	| moon_dis: 32.2 
3564 Talthybius (1985 TC1)         	| RA, DEC 10 31 37.95 +21 32 45.1	| EL, AZ: 37.2  35.8 	| Mag: 17.0 	| moon_dis: 61.3 
4060 Deipylos (1987 YT1)           	| RA, DEC 11 38 15.26 +07 10 24.8	| EL, AZ: 35.6  62.6 	| Mag: 16.4 	| moon_dis: 39.9 
3451 Mentor (1984 HA1)             	| RA, DEC 05 08 25.76 +01 23 28.6	| EL, AZ: 35.0  288.9	| Mag: 16.6 	| moon_dis: 129.5
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-04-30 19:00 -- UTC: 2026-04-30 22:00
9799 Thronium (1996 RJ)            	| RA, DEC 10 04 19.41 -24 59 22.7	| EL, AZ: 82.1  110.8	| Mag: 17.4 	| moon_dis: 54.2 
7641 Cteatus (1986 TT6)            	| RA, DEC 10 10 24.26 -28 15 28.4	| EL, AZ: 79.5  126.0	| Mag: 16.9 	| moon_dis: 52.8 
38050 Bias (1998 VR38)             	| RA, DEC 10 26 16.04 -20 27 42.7	| EL, AZ: 77.2  83.9 	| Mag: 17.4 	| moon_dis: 49.3 
7119 Hiera (1989 AV2)              	| RA, DEC 10 28 30.64 -12 19 48.0	| EL, AZ: 73.2  55.7 	| Mag: 17.4 	| moon_dis: 49.7 
11395 Iphinous (1998 XN77)         	| RA, DEC 10 34 34.99 -10 30 06.5	| EL, AZ: 70.8  54.2 	| Mag: 17.7 	| moon_dis: 48.6 
16974 Iphthime (1998 WR21)         	| RA, DEC 10 26 23.62 -07 23 24.3	| EL, AZ: 70.1  43.3 	| Mag: 17.7 	| moon_dis: 51.2 
14268 (2000 AK156)                 	| RA, DEC 10 03 39.95 -03 28 31.5	| EL, AZ: 69.6  23.4 	| Mag: 18.3 	| moon_dis: 57.7 
20729 Opheltius (1999 XS143)       	| RA, DEC 10 53 08.15 -14 54 03.8	| EL, AZ: 69.4  72.3 	| Mag: 18.2 	| moon_dis: 43.4 
15436 Dexius (1998 VU30)           	| RA, DEC 10 58 35.42 -13 03 56.8	| EL, AZ: 67.4  69.4 	| Mag: 16.6 	| moon_dis: 42.3 
4035 Thestor (1986 WD)             	| RA, DEC 10 39 30.27 -04 32 12.8	| EL, AZ: 65.8  45.0 	| Mag: 17.1 	| moon_dis: 48.8 
1868 Thersites (2008 P-L)          	| RA, DEC 10 36 18.25 -00 52 46.0	| EL, AZ: 63.4  38.3 	| Mag: 17.5 	| moon_dis: 50.7 
3709 Polypoites (1985 TL3)         	| RA, DEC 10 33 35.05 +01 32 14.4	| EL, AZ: 61.7  34.2 	| Mag: 16.7 	| moon_dis: 52.2 
2920 Automedon (1981 JR)           	| RA, DEC 11 31 04.10 -16 05 44.5	| EL, AZ: 61.2  82.7 	| Mag: 16.1 	| moon_dis: 34.2 
5258 Rhoeo (1989 AU1)              	| RA, DEC 10 36 03.87 +01 44 27.1	| EL, AZ: 61.2  35.1 	| Mag: 17.6 	| moon_dis: 51.7 
6090 Aulis (1989 DJ)               	| RA, DEC 10 12 00.11 +04 55 24.2	| EL, AZ: 61.0  21.0 	| Mag: 17.3 	| moon_dis: 58.4 
21900 Orus (1999 VQ10)             	| RA, DEC 11 10 07.15 -05 08 05.4	| EL, AZ: 60.6  57.7 	| Mag: 17.4 	| moon_dis: 41.4 
1404 Ajax (1936 QW)                	| RA, DEC 10 38 09.33 +02 23 38.7	| EL, AZ: 60.4  35.3 	| Mag: 17.2 	| moon_dis: 51.4 
911 Agamemnon (A919 FB)            	| RA, DEC 11 18 11.03 -06 34 23.2	| EL, AZ: 59.9  62.4 	| Mag: 15.5 	| moon_dis: 39.0 
2456 Palamedes (1966 BA1)          	| RA, DEC 11 40 34.35 -09 17 06.7	| EL, AZ: 56.5  72.2 	| Mag: 16.7 	| moon_dis: 32.9 
1143 Odysseus (1930 BH)            	| RA, DEC 11 05 11.98 +03 03 21.3	| EL, AZ: 55.8  44.8 	| Mag: 15.7 	| moon_dis: 45.5 
